1,618263
1,620720
1,623177
1,625635
1,628092
1,630549
1,633007
1,635464
1,637922
1,640379
1,642836
1,645294
1,647751
1,650208
1,652666
1,655123
1,657581
1,660038
1,662495
1,664953
4,672409
0,674866
4,677440
3,679898
3,682355
3,684812
3,687270
3,689727
0,692185
3,694759
3,697216
3,699674
3,702131
4,704589
3,707046
4,709503
3,711961
4,714418
0,716875
0,719450
1,756929
2,759387
2,761844
1,764301
1,766759
2,769216
1,771673
1,774131
1,776588
1,779046
1,781503
1,783960
1,786418
1,788875
1,791333
1,793790
1,796247
1,798705
2,801162
1,803619
0,811075
0,813650
3,816224
3,818681
3,821139
3,823596
3,826053
3,828511
3,830968
3,833426
3,835883
3,838340
3,840798
3,843255
4,845713
3,848170
3,850627
3,853085
3,855542
3,857999
1,895462
1,897919
1,900377
1,902834
1,905292
1,907749
1,910206
1,912664
1,915121
1,917579
1,920036
1,922493
1,924951
1,927408
1,929865
1,932323
1,934780
1,937238
1,939695
1,942152
0,949608
0,952182
3,954757
3,957214
3,959672
3,962129
4,964586
3,967044
3,969501
3,971959
3,974416
4,976873
3,979331
3,981788
3,984245
3,986703
3,989160
3,991618
3,994075
3,996532
1,1033995
1,1036452
1,1038910
1,1041367
1,1043824
1,1046282
1,1048739
1,1051197
1,1053654
1,1056111
1,1058569
1,1061026
1,1063484
1,1065941
1,1068398
1,1070856
1,1073313
1,1075770
1,1078228
1,1080685
0,1088141
0,1090715
3,1093290
3,1095747
3,1098205
3,1100662
3,1103119
3,1105577
3,1108034
3,1110491
3,1112949
4,1115406
3,1117864
3,1120321
3,1122778
3,1125236
3,1127693
3,1130150
3,1132608
3,1135065
1,1172528
1,1174985
1,1177443
1,1179900
1,1182357
2,1184815
1,1187272
1,1189730
1,1192187
1,1194644
1,1197102
1,1199559
1,1202016
2,1204474
1,1206931
1,1209389
1,1211846
1,1214303
2,1216761
1,1219218
0,1226674
0,1229248
4,1231823
3,1234280
3,1236737
3,1239195
3,1241652
3,1244110
3,1246567
3,1249024
3,1251482
3,1253939
3,1256396
3,1258854
3,1261311
3,1263769
0,1266226
3,1268800
3,1271258
3,1273715
1,1311178
1,1313635
1,1316093
1,1318550
1,1321007
1,1323465
1,1325922
1,1328379
1,1330837
1,1333294
1,1335752
2,1338209
1,1340666
1,1343124
1,1345581
1,1348038
1,1350496
1,1352953
1,1355411
1,1357868
0,1365324
0,1367898
3,1370473
3,1372930
3,1375387
3,1377845
3,1380302
3,1382759
3,1385217
3,1387674
3,1390132
3,1392589
3,1395046
3,1397504
3,1399961
3,1402419
3,1404876
3,1407333
3,1409791
3,1412248
