1,87795
1,90252
1,92710
1,95167
1,97624
1,100082
1,102539
1,104996
1,107454
1,109911
1,112369
1,114826
1,117283
1,119741
1,122198
1,124655
1,127113
1,129570
1,132028
1,134485
0,141941
0,144515
3,147089
3,149547
3,152004
3,154461
3,156919
3,159376
3,161834
3,164291
3,166748
3,169206
3,171663
3,174120
3,176578
3,179035
3,181493
3,183950
3,186407
3,188865
1,226327
1,228784
1,231242
1,233699
1,236157
1,238614
1,241071
1,243529
1,245986
1,248443
1,250901
1,253358
1,255816
1,258273
1,260730
1,263188
1,265645
1,268102
1,270560
1,273017
0,280473
0,283047
3,285622
3,288079
3,290536
3,292994
3,295451
3,297909
3,300366
3,302823
3,305281
3,307738
3,310195
3,312653
3,315110
3,317567
3,320025
3,322482
3,324940
3,327397
1,364859
1,367317
1,369774
1,372231
1,374689
1,377146
1,379604
1,382061
1,384518
1,386976
1,389433
1,391890
1,394348
1,396805
1,399263
1,401720
1,404177
1,406635
1,409092
1,411549
0,419005
0,421580
3,424154
3,426611
3,429069
3,431526
3,433983
3,436441
3,438898
3,441356
3,443813
3,446270
3,448728
3,451185
3,453642
3,456100
3,458557
3,461015
3,463472
3,465929
1,503392
1,505849
1,508306
1,510764
1,513221
1,515679
1,518136
1,520593
1,523051
1,525508
1,527965
1,530423
1,532880
1,535338
1,537795
1,540252
1,542710
1,545167
1,547624
1,550082
0,557537
0,560112
3,562686
3,565144
3,567601
3,570058
3,572516
3,574973
3,577431
3,579888
3,582345
3,584803
3,587260
3,589717
4,592175
0,594632
0,597206
3,599781
3,602238
3,604696
1,642158
1,644615
1,647073
1,649530
1,651988
1,654445
1,656902
1,659360
1,661817
1,664274
1,666732
1,669189
1,671647
1,674104
1,676561
1,679019
1,681476
1,683933
1,686391
1,688848
0,696304
0,698878
3,701453
3,703910
3,706367
3,708825
3,711282
3,713739
3,716197
3,718654
3,721112
3,723569
3,726026
3,728484
3,730941
3,733398
3,735856
3,738313
3,740771
3,743228
1,780690
1,783148
1,785605
1,788062
1,790520
1,792977
1,795435
1,797892
1,800349
1,802807
1,805264
1,807721
1,810179
1,812636
1,815094
1,817551
1,820008
1,822466
1,824923
1,827380
0,834836
0,837410
3,839985
3,842442
3,844900
3,847357
3,849814
3,852272
3,854729
3,857187
3,859644
3,862101
3,864559
3,867016
3,869473
3,871931
3,874388
3,876845
3,879303
3,881760
